_time,_measurement,_field,_value,run_id,scenario,measurement,config_id,sut_host,build_id,_n,_median_ms,_p95_ms,_p99_ms,_std_ms,_read_ok
1763363128,bddbench_summary,mean_ms,10.048234511501144,751303d5-eddd-47f8-88aa-ac9bff195e05,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.037335540912393,10.128960467009186,10.128960467009186,0.05536757751414776,1
1763363128,bddbench_summary,mean_ms,10.053276156654848,42ef8a5a-a5fa-49cf-8f3d-1651da262623,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.047537223880045,10.134759986145506,10.134759986145506,0.060249998147616224,1
1763363128,bddbench_summary,mean_ms,10.029977480064169,c0b5eed3-01b4-4602-b4f9-63bf3628a82b,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.035222780054246,10.13029528130816,10.13029528130816,0.06686107224982332,1
1763363128,bddbench_summary,mean_ms,10.043557919658396,517e7a04-a428-48a3-8506-b40cc3dec94e,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.031003457908238,10.118353633641835,10.118353633641835,0.05473239046993626,1
1763363128,bddbench_summary,mean_ms,10.067731744111695,193903fa-883b-4513-87df-00d87a183a0c,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.077187455505506,10.14757555044162,10.14757555044162,0.05891000271702861,1
1763363128,bddbench_summary,mean_ms,10.043702698698079,44d8bdd7-f570-4133-93d7-745164113f05,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.041293211462964,10.106121968977247,10.106121968977247,0.04619318751420617,1
1763363128,bddbench_summary,mean_ms,10.025372512491854,0d1a3d09-6aa1-4eaf-b4ae-f7cfc8df057c,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.008831156917314,10.103627698382988,10.103627698382988,0.06707917281348916,1
1763363128,bddbench_summary,mean_ms,10.028541947637205,da59c294-621e-4603-aef6-a81571644b9d,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.040308796731537,10.089063322985048,10.089063322985048,0.05043176777393681,1
1763363128,bddbench_summary,mean_ms,10.060276090974803,8ed75059-7504-4eca-90e6-12a6151187b3,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.067011696047107,10.173313370539944,10.173313370539944,0.07591401593653062,1
1763363128,bddbench_summary,mean_ms,10.058500908441705,eff36b5e-6f82-4daf-b884-278f8a4e6fb7,write_basic,bddbench_write,v1,dsp25-efe,sha_v1,20,10.048448077335873,10.169306203002963,10.169306203002963,0.06968162712298162,1
1763363128,bddbench_summary,mean_ms,9.948104651777895,c4f54626-b0f4-47b6-b5f7-ebeb4e64fc2c,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.963780573096686,10.00915256722357,10.00915256722357,0.04531922089987247,1
1763363128,bddbench_summary,mean_ms,9.935422783275547,c234d90c-bd46-44b5-b2fe-e7b64a4f69c0,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.92552420883246,10.007922934758355,10.007922934758355,0.045432953910295934,1
1763363128,bddbench_summary,mean_ms,9.950130296517955,0a18d6fe-a663-48d3-8bba-cf66b22f92f5,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.93798365595774,10.027082327620652,10.027082327620652,0.05661558839338286,1
1763363128,bddbench_summary,mean_ms,9.95398176500201,cbe2fa43-3f95-4f15-83c1-111e83515434,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.945169229962856,10.032773813829849,10.032773813829849,0.05094572781737129,1
1763363128,bddbench_summary,mean_ms,9.957837467314116,c3731fe9-56f9-465f-8f62-4839af2747b8,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.95982317753511,10.027060213620317,10.027060213620317,0.055854499317690175,1
1763363128,bddbench_summary,mean_ms,9.936386532549864,ff801ab4-3351-45d7-98d9-29726d2f25a8,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.937735589917626,10.01242228815484,10.01242228815484,0.061048041793705946,1
1763363128,bddbench_summary,mean_ms,9.948091110912134,04d3e338-4500-4ba8-b34b-7a49919a5b36,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.936901759826494,10.011597111295416,10.011597111295416,0.03899761999769361,1
1763363128,bddbench_summary,mean_ms,9.9533020889114,fea4162d-47b8-4852-86ab-e40da52d44fc,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.94930061777023,10.050701272504458,10.050701272504458,0.06714704101487377,1
1763363128,bddbench_summary,mean_ms,9.949748813404163,86cecb78-c3a2-43f3-9f56-36672d45ba87,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.951439018914478,10.023621658870548,10.023621658870548,0.05422391346986047,1
1763363128,bddbench_summary,mean_ms,9.956356947179522,21dd8a6c-d21b-4d3e-a90c-87b13cb91e9a,write_basic,bddbench_write,v2,dsp25-efe,sha_v2,20,9.95002719053267,10.022477165368613,10.022477165368613,0.03418402792056652,1
